oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_BP_count	go_BP_intersect_abc
4899	YJL076W	YDR052C	YMR001C	ku	ku	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4900	YJL076W	YDR052C	YMR001C	ku	p	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4901	YJL076W	YDR052C	YPL153C	ku	ku	1	regulation of cell cycle
4902	YJL076W	YDR052C	YPL153C	ku	p	1	regulation of cell cycle
4903	YJL076W	YGR098C	YIL131C	tu	tu	2	mitotic cell cycle; regulation of cell cycle
4904	YJL076W	YGR098C	YMR001C	ku	ku	4	mitotic cell cycle; organelle fission; regulation of cell cycle; regulation of organelle organization
4905	YJL081C	YCR052W	YBR009C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
4906	YJL081C	YCR052W	YNL030W	p	p	1	chromatin organization
4907	YJL081C	YDR145W	YHR099W	p	p	5	chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation; transcription from RNA polymerase II promoter
4908	YJL081C	YDR145W	YPL129W	p	p	5	chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation; transcription from RNA polymerase II promoter
4909	YJL081C	YDR167W	YHR099W	p	p	5	chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation; transcription from RNA polymerase II promoter
4910	YJL081C	YDR167W	YOL012C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
4911	YJL081C	YDR167W	YPL129W	p	p	5	chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation; transcription from RNA polymerase II promoter
4912	YJL081C	YDR303C	YBR009C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
4913	YJL081C	YDR303C	YDR224C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
4914	YJL081C	YDR310C	YPL129W	p	td	2	chromatin organization; transcription from RNA polymerase II promoter
4915	YJL081C	YER125W	YFL039C	p	p	1	chromatin organization
4916	YJL081C	YER148W	YDR190C	p	p	1	transcription from RNA polymerase II promoter
4917	YJL081C	YER148W	YOL012C	p	p	1	transcription from RNA polymerase II promoter
4918	YJL081C	YER148W	YPL129W	p	p	1	transcription from RNA polymerase II promoter
4919	YJL081C	YER148W	YPL235W	p	p	1	transcription from RNA polymerase II promoter
4920	YJL081C	YER164W	YBR010W	p	p	1	chromatin organization
4921	YJL081C	YFL013C	YDL002C	p	p	1	chromatin organization
4922	YJL081C	YFL013C	YFL039C	p	p	1	chromatin organization
4923	YJL081C	YFL013C	YGL150C	p	p	1	chromatin organization
4924	YJL081C	YGR002C	YAL011W	p	p	1	chromatin organization
4925	YJL081C	YGR002C	YBR231C	p	p	1	chromatin organization
4926	YJL081C	YGR002C	YDR190C	p	p	1	chromatin organization
4927	YJL081C	YGR002C	YDR225W	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
4928	YJL081C	YGR002C	YDR334W	p	p	1	chromatin organization
4929	YJL081C	YGR002C	YDR359C	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
4930	YJL081C	YGR002C	YDR485C	p	p	1	chromatin organization
4931	YJL081C	YGR002C	YEL018W	p	p	2	DNA repair; cellular response to DNA damage stimulus
4932	YJL081C	YGR002C	YFL024C	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4933	YJL081C	YGR002C	YHR090C	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4934	YJL081C	YGR002C	YHR099W	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4935	YJL081C	YGR002C	YJR082C	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4936	YJL081C	YGR002C	YML041C	p	p	1	chromatin organization
4937	YJL081C	YGR002C	YNL107W	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
4938	YJL081C	YGR002C	YNL136W	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4939	YJL081C	YGR002C	YOL012C	p	p	1	chromatin organization
4940	YJL081C	YGR002C	YOR244W	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4941	YJL081C	YGR002C	YPL235W	p	p	1	chromatin organization
4942	YJL081C	YGR002C	YPR023C	p	p	6	DNA repair; cellular response to DNA damage stimulus; chromatin organization; histone modification; peptidyl-amino acid modification; protein acylation
4943	YJL081C	YGR186W	YPL129W	p	p	1	transcription from RNA polymerase II promoter
4944	YJL084C	YBL007C	YBR059C	ku	ku	1	endocytosis
4945	YJL084C	YBL007C	YER125W	p	p	1	endocytosis
4946	YJL085W	YDR164C	YIL068C	p	p	1	exocytosis
4947	YJL085W	YDR164C	YLR166C	p	p	1	exocytosis
4948	YJL085W	YDR166C	YBR102C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4949	YJL085W	YDR166C	YER008C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4950	YJL085W	YDR166C	YGL233W	p	p	2	Golgi vesicle transport; exocytosis
4951	YJL085W	YDR166C	YIL068C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4952	YJL085W	YDR166C	YLR166C	p	p	2	Golgi vesicle transport; exocytosis
4953	YJL085W	YDR166C	YPR055W	p	p	2	Golgi vesicle transport; exocytosis
4954	YJL085W	YER008C	YDR166C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4955	YJL085W	YER008C	YIL068C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4956	YJL085W	YER008C	YLR166C	p	p	2	Golgi vesicle transport; exocytosis
4957	YJL085W	YER008C	YLR229C	p	p	1	exocytosis
4958	YJL085W	YER008C	YPR055W	p	p	2	Golgi vesicle transport; exocytosis
4959	YJL085W	YFL005W	YGL233W	p	p	2	Golgi vesicle transport; exocytosis
4960	YJL085W	YGL233W	YBR102C	p	p	2	Golgi vesicle transport; exocytosis
4961	YJL085W	YGL233W	YDR166C	p	p	2	Golgi vesicle transport; exocytosis
4962	YJL085W	YGL233W	YIL068C	p	p	2	Golgi vesicle transport; exocytosis
4963	YJL085W	YGL233W	YLR166C	p	p	2	Golgi vesicle transport; exocytosis
4964	YJL085W	YGL233W	YPR055W	p	p	2	Golgi vesicle transport; exocytosis
4965	YJL085W	YGR009C	YIL068C	p	p	1	exocytosis
4966	YJL085W	YIL068C	YBR102C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4967	YJL085W	YIL068C	YDR166C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4968	YJL085W	YIL068C	YER008C	p	p	3	Golgi vesicle transport; exocytosis; protein complex biogenesis
4969	YJL085W	YIL068C	YGL233W	p	p	2	Golgi vesicle transport; exocytosis
4970	YJL085W	YIL068C	YLR166C	p	p	2	Golgi vesicle transport; exocytosis
4971	YJL085W	YIL068C	YPR055W	p	p	2	Golgi vesicle transport; exocytosis
4972	YJL090C	YAR007C	YBR136W	p	ku	3	DNA recombination; DNA replication; cellular response to DNA damage stimulus
4973	YJL090C	YAR007C	YBR136W	p	p	3	DNA recombination; DNA replication; cellular response to DNA damage stimulus
4974	YJL090C	YAR007C	YDR499W	p	p	1	cellular response to DNA damage stimulus
4975	YJL090C	YBR112C	YBR136W	p	ku	1	cellular response to DNA damage stimulus
4976	YJL090C	YBR202W	YDR013W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4977	YJL090C	YBR202W	YGL113W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4978	YJL090C	YBR274W	YBR136W	p	ku	3	DNA replication; cellular response to DNA damage stimulus; protein phosphorylation
4979	YJL090C	YBR274W	YDR217C	p	p	2	cellular response to DNA damage stimulus; regulation of cell cycle
4980	YJL090C	YBR278W	YNL262W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4981	YJL090C	YCL061C	YBR136W	p	ku	2	DNA replication; cellular response to DNA damage stimulus
4982	YJL090C	YCL061C	YNL262W	p	p	5	DNA repair; DNA replication; cellular response to DNA damage stimulus; mitotic cell cycle; regulation of cell cycle
4983	YJL090C	YDL101C	YBR136W	p	ku	3	DNA replication; cellular response to DNA damage stimulus; protein phosphorylation
4984	YJL090C	YDL101C	YDR217C	p	kd	2	cellular response to DNA damage stimulus; regulation of cell cycle
4985	YJL090C	YDL101C	YDR217C	p	p	2	cellular response to DNA damage stimulus; regulation of cell cycle
4986	YJL090C	YDR013W	YGL113W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4987	YJL090C	YDR121W	YNL262W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
4988	YJL090C	YER173W	YPL194W	p	p	4	DNA recombination; DNA repair; cellular response to DNA damage stimulus; regulation of cell cycle
4989	YJL090C	YER177W	YNL216W	tu	tu	1	cellular response to DNA damage stimulus
4990	YJL090C	YGL113W	YDR013W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
4991	YJL090C	YHR164C	YBR136W	p	ku	2	DNA replication; cellular response to DNA damage stimulus
4992	YJL092W	YBL023C	YBR160W	ku	ku	3	DNA recombination; DNA repair; cellular response to DNA damage stimulus
4993	YJL092W	YBL023C	YBR160W	p	ku	3	DNA recombination; DNA repair; cellular response to DNA damage stimulus
4994	YJL092W	YCL061C	YLR182W	tu	tu	1	regulation of DNA metabolic process
4995	YJL092W	YDR082W	YBR160W	ku	ku	1	regulation of DNA metabolic process
4996	YJL092W	YDR082W	YBR160W	p	ku	1	regulation of DNA metabolic process
4997	YJL092W	YDR363W	YPR164W	p	p	3	DNA recombination; DNA repair; cellular response to DNA damage stimulus
4998	YJL092W	YDR369C	YMR224C	p	p	3	DNA recombination; DNA repair; cellular response to DNA damage stimulus
4999	YJL092W	YGL113W	YBR160W	ku	ku	3	DNA recombination; DNA repair; cellular response to DNA damage stimulus
5000	YJL092W	YGL113W	YBR160W	p	ku	3	DNA recombination; DNA repair; cellular response to DNA damage stimulus
5001	YJL092W	YGL163C	YER095W	p	p	1	DNA recombination
5002	YJL092W	YHR031C	YBR088C	p	p	1	regulation of DNA metabolic process
5003	YJL092W	YHR154W	YLR182W	tu	tu	1	regulation of DNA metabolic process
5004	YJL092W	YHR154W	YMR190C	p	p	3	DNA repair; cellular response to DNA damage stimulus; regulation of DNA metabolic process
5005	YJL092W	YHR154W	YPR164W	p	p	2	DNA repair; cellular response to DNA damage stimulus
5006	YJL095W	YBL105C	YBR023C	kd	kd	1	cell wall organization or biogenesis
5007	YJL095W	YBL105C	YDL006W	kd	kd	2	protein phosphorylation; signaling
5008	YJL095W	YBL105C	YDL006W	p	kd	2	protein phosphorylation; signaling
5009	YJL095W	YBL105C	YDL203C	kd	kd	2	cell wall organization or biogenesis; signaling
5010	YJL095W	YBL105C	YHR030C	kd	kd	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5011	YJL095W	YBL105C	YHR030C	kd	ku	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5012	YJL095W	YBL105C	YHR030C	ku	kd	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5013	YJL095W	YBL105C	YHR030C	ku	ku	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5014	YJL095W	YBL105C	YHR030C	p	kd	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5015	YJL095W	YBL105C	YHR030C	p	ku	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5016	YJL095W	YBL105C	YNL294C	kd	kd	1	cell wall organization or biogenesis
5017	YJL095W	YBL105C	YOR231W	kd	kd	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5018	YJL095W	YBL105C	YOR231W	kd	ku	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5019	YJL095W	YBL105C	YOR231W	ku	kd	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5020	YJL095W	YBL105C	YOR231W	ku	ku	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5021	YJL095W	YBL105C	YOR231W	p	kd	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5022	YJL095W	YBL105C	YOR231W	p	ku	3	cell wall organization or biogenesis; protein phosphorylation; signaling
5023	YJL095W	YBL105C	YPL089C	kd	kd	1	signaling
5024	YJL095W	YBR023C	YBL061C	kd	p	1	cell wall organization or biogenesis
5025	YJL095W	YBR023C	YBL105C	kd	ku	1	cell wall organization or biogenesis
5026	YJL095W	YBR023C	YBL105C	ku	ku	1	cell wall organization or biogenesis
5027	YJL095W	YBR023C	YBL105C	p	ku	1	cell wall organization or biogenesis
5028	YJL095W	YBR023C	YHR030C	kd	ku	1	cell wall organization or biogenesis
5029	YJL095W	YBR023C	YHR030C	ku	ku	1	cell wall organization or biogenesis
5030	YJL095W	YBR023C	YHR030C	p	ku	1	cell wall organization or biogenesis
5031	YJL095W	YBR136W	YHR030C	kd	kd	1	protein phosphorylation
5032	YJL095W	YBR136W	YHR030C	ku	kd	1	protein phosphorylation
5033	YJL095W	YBR136W	YHR030C	p	kd	1	protein phosphorylation
5034	YJL095W	YBR229C	YHR030C	kd	ku	1	cell wall organization or biogenesis
5035	YJL095W	YBR229C	YHR030C	ku	ku	1	cell wall organization or biogenesis
5036	YJL095W	YBR229C	YHR030C	p	ku	1	cell wall organization or biogenesis
5037	YJL095W	YER093C	YHR030C	kd	ku	2	cell wall organization or biogenesis; signaling
5038	YJL095W	YER093C	YHR030C	ku	ku	2	cell wall organization or biogenesis; signaling
5039	YJL095W	YER093C	YHR030C	p	ku	2	cell wall organization or biogenesis; signaling
5040	YJL095W	YER093C	YKL203C	kd	ku	1	signaling
5041	YJL095W	YER093C	YKL203C	kd	p	1	signaling
5042	YJL095W	YER093C	YKL203C	ku	ku	1	signaling
5043	YJL095W	YER093C	YKL203C	ku	p	1	signaling
5044	YJL095W	YFL039C	YBR200W	kd	p	1	response to chemical
5045	YJL095W	YFL039C	YBR200W	p	p	1	response to chemical
5046	YJL095W	YFL039C	YGR229C	kd	p	1	cell wall organization or biogenesis
5047	YJL095W	YFL039C	YMR109W	kd	p	1	cell wall organization or biogenesis
5048	YJL095W	YFL039C	YMR109W	p	p	1	cell wall organization or biogenesis
5049	YJL095W	YGR229C	YHR030C	kd	ku	1	cell wall organization or biogenesis
5050	YJL095W	YGR229C	YHR030C	kd	p	1	cell wall organization or biogenesis
5051	YJL095W	YGR229C	YHR030C	ku	ku	1	cell wall organization or biogenesis
5052	YJL095W	YGR229C	YHR030C	ku	p	1	cell wall organization or biogenesis
5053	YJL095W	YGR229C	YHR030C	p	ku	1	cell wall organization or biogenesis
5054	YJL095W	YGR229C	YHR030C	p	p	1	cell wall organization or biogenesis
5055	YJL095W	YGR229C	YKL190W	kd	p	1	cell wall organization or biogenesis
5056	YJL095W	YHR142W	YBR023C	kd	p	1	cell wall organization or biogenesis
5057	YJL099W	YGR229C	YLR330W	p	p	1	cell wall organization or biogenesis
5058	YJL104W	YGR181W	YNR017W	p	p	3	mitochondrion organization; protein targeting; transmembrane transport
5059	YJL104W	YIL022W	YGR033C	p	p	3	mitochondrion organization; protein targeting; transmembrane transport
5060	YJL104W	YIL022W	YJL143W	p	p	3	mitochondrion organization; protein targeting; transmembrane transport
5061	YJL104W	YIL022W	YLR008C	p	p	3	mitochondrion organization; protein targeting; transmembrane transport
5062	YJL104W	YIL022W	YNR017W	p	p	3	mitochondrion organization; protein targeting; transmembrane transport
5063	YJL112W	YDR150W	YLL001W	p	p	2	mitochondrion organization; organelle fission
5064	YJL115W	YBL052C	YBR010W	p	p	1	chromatin organization
5065	YJL115W	YBL052C	YNL031C	p	p	1	chromatin organization
5066	YJL115W	YBR010W	YBL008W	p	p	1	chromatin organization
5067	YJL115W	YBR010W	YBL008W	p	tu	1	chromatin organization
5068	YJL115W	YBR010W	YBR009C	p	p	1	chromatin organization
5069	YJL115W	YBR010W	YJL168C	p	p	1	chromatin organization
5070	YJL115W	YBR010W	YLL002W	p	p	1	chromatin organization
5071	YJL115W	YBR010W	YLL022C	p	p	1	chromatin organization
5072	YJL115W	YBR010W	YLR399C	p	p	1	chromatin organization
5073	YJL115W	YBR010W	YNL030W	p	p	1	chromatin organization
5074	YJL115W	YBR010W	YNL031C	p	p	1	chromatin organization
5075	YJL115W	YBR010W	YOR038C	p	p	1	chromatin organization
5076	YJL115W	YBR010W	YOR038C	p	tu	1	chromatin organization
5077	YJL115W	YBR010W	YOR244W	p	p	1	chromatin organization
5078	YJL115W	YBR010W	YOR290C	p	p	1	chromatin organization
5079	YJL115W	YBR082C	YER125W	p	p	1	protein modification by small protein conjugation or removal
5080	YJL115W	YBR195C	YBR009C	p	p	1	chromatin organization
5081	YJL115W	YBR195C	YBR010W	p	p	1	chromatin organization
5082	YJL115W	YBR195C	YNL031C	p	p	1	chromatin organization
5083	YJL115W	YDR043C	YHR206W	tu	tu	1	transcription from RNA polymerase II promoter
5084	YJL115W	YDR225W	YBL008W	p	tu	2	chromatin organization; transcription from RNA polymerase II promoter
5085	YJL115W	YDR225W	YBR009C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
5086	YJL115W	YDR225W	YBR010W	p	p	1	chromatin organization
5087	YJL115W	YDR225W	YJR140C	p	tu	2	chromatin organization; transcription from RNA polymerase II promoter
5088	YJL115W	YDR225W	YNL030W	p	p	1	chromatin organization
5089	YJL115W	YDR225W	YNL031C	p	p	1	chromatin organization
5090	YJL115W	YDR225W	YOR038C	p	tu	2	chromatin organization; transcription from RNA polymerase II promoter
5091	YJL115W	YDR225W	YOR244W	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
5092	YJL115W	YDR469W	YBR010W	p	p	1	chromatin organization
5093	YJL115W	YDR469W	YNL031C	p	p	1	chromatin organization
5094	YJL115W	YDR510W	YDL101C	ku	p	1	peptidyl-amino acid modification
5095	YJL115W	YDR510W	YER125W	p	p	1	protein modification by small protein conjugation or removal
5096	YJL115W	YDR510W	YNL030W	p	p	1	peptidyl-amino acid modification
5097	YJL115W	YHR118C	YBR160W	ku	ku	1	chromatin organization
5098	YJL115W	YHR118C	YBR160W	ku	p	1	chromatin organization
5099	YJL115W	YHR118C	YEL056W	p	p	1	chromatin organization
5100	YJL115W	YHR118C	YPL001W	p	p	1	chromatin organization
5101	YJL115W	YHR119W	YBR010W	p	p	1	chromatin organization
5102	YJL115W	YHR119W	YNL031C	p	p	1	chromatin organization
5103	YJL122W	YER006W	YCR072C	p	p	1	ribosomal large subunit biogenesis
5104	YJL122W	YER006W	YGR103W	p	p	1	ribosomal large subunit biogenesis
5105	YJL122W	YER006W	YGR245C	p	p	1	ribosomal large subunit biogenesis
5106	YJL122W	YER006W	YHR197W	p	p	1	ribosomal large subunit biogenesis
5107	YJL122W	YER006W	YKL009W	p	p	1	ribosomal large subunit biogenesis
5108	YJL122W	YER006W	YNL002C	p	p	1	ribosomal large subunit biogenesis
5109	YJL122W	YER006W	YPL093W	p	p	1	ribosomal large subunit biogenesis
5110	YJL122W	YER006W	YPL146C	p	p	1	ribosomal large subunit biogenesis
5111	YJL124C	YCR093W	YDL160C	p	p	1	RNA catabolic process
5112	YJL124C	YCR093W	YER112W	p	p	1	RNA catabolic process
5113	YJL124C	YER112W	YCR077C	p	p	1	RNA catabolic process
