gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type
TY3B-I	YIL082W-A	Transposon Ty3-I Gag-Pol polyprotein	TY3A-G	YGR109W-A	Transposon Ty3-G Gag polyprotein	paralog
TY3B-I	YIL082W-A	Transposon Ty3-I Gag-Pol polyprotein	TY3B-G	YGR109W-B	Transposon Ty3-G Gag-Pol polyprotein	paralog
NA	YIL102C	Uncharacterized protein YIL102C	NA	YIL014C-A	Uncharacterized protein YIL014C-A	paralog
QDR2	YIL121W	Quinidine resistance protein 2	QDR1	YIL120W	Quinidine resistance protein 1	paralog
IMA3	YIL172C	Oligo-1,6-glucosidase IMA3	MAL32	YBR299W	Alpha-glucosidase MAL32	paralog
IMA3	YIL172C	Oligo-1,6-glucosidase IMA3	IMA1	YGR287C	Oligo-1,6-glucosidase IMA1	paralog
IMA3	YIL172C	Oligo-1,6-glucosidase IMA3	MAL12	YGR292W	Alpha-glucosidase MAL12	paralog
VTH1	YIL173W	VPS10 homolog 1 precursor	PEP1	YBL017C	Vacuolar protein sorting/targeting protein VPS10 precursor	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU8	YAL068C	Seripauperin-8 precursor	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU24	YBR301W	Seripauperin-24 precursor	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU3	YCR104W	Seripauperin-3	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU10	YDR542W	Seripauperin-10 precursor	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU2	YEL049W	Seripauperin-2	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU5	YFL020C	Seripauperin-5	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU11	YGL261C	Seripauperin-11 precursor	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU12	YGR294W	Seripauperin-12	paralog
PAU14	YIL176C	Seripauperin-14 precursor	PAU13	YHL046C	Seripauperin-13 precursor	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YBL111C	Uncharacterized helicase-like protein YBL111C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YBL112C	Putative uncharacterized helicase-like protein YBL112C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YBL113C	Uncharacterized protein YBL113C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	YRF1-1	YDR545W	Y' element ATP-dependent helicase protein 1 copy 1	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YEL075C	Uncharacterized protein YEL075C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YEL076C	Uncharacterized protein YEL076C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YEL076C-A	Putative uncharacterized protein YEL076C-A	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YEL077C	Y' element ATP-dependent helicase YEL077C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YER189W	Uncharacterized protein YER189W	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	YRF1-2	YER190W	Y' element ATP-dependent helicase protein 1 copy 2	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YFL064C	Uncharacterized protein YFL064C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YFL065C	Uncharacterized protein YFL065C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YFL066C	Y' element ATP-dependent helicase YFL066C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	YRF1-3	YGR296W	Y' element ATP-dependent helicase protein 1 copy 3	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YHL049C	Uncharacterized protein YHL049C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YHL050C	Uncharacterized protein YHL050C	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YHR218W	Putative uncharacterized protein YHR218W	paralog
NA	YIL177C	Y' element ATP-dependent helicase YIL177C	NA	YHR219W	Putative uncharacterized protein YHR219W	paralog
DAL4	YIR028W	Allantoin permease	FUR4	YBR021W	Uracil permease	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU8	YAL068C	Seripauperin-8 precursor	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU24	YBR301W	Seripauperin-24 precursor	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU3	YCR104W	Seripauperin-3	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU10	YDR542W	Seripauperin-10 precursor	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU2	YEL049W	Seripauperin-2	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU5	YFL020C	Seripauperin-5	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU11	YGL261C	Seripauperin-11 precursor	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU12	YGR294W	Seripauperin-12	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU13	YHL046C	Seripauperin-13 precursor	paralog
PAU15	YIR041W	Seripauperin-15 precursor	PAU14	YIL176C	Seripauperin-14 precursor	paralog
MAD3	YJL013C	Spindle assembly checkpoint component MAD3	BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	ohnolog
RNR2	YJL026W	Ribonucleoside-diphosphate reductase small chain 1	RNR4	YGR180C	Ribonucleoside-diphosphate reductase small chain 2	ohnolog
KAR2	YJL034W	78 kDa glucose-regulated protein homolog precursor	SSA1	YAL005C	Heat shock protein SSA1	paralog
KAR2	YJL034W	78 kDa glucose-regulated protein homolog precursor	SSA3	YBL075C	Heat shock protein SSA3	paralog
KAR2	YJL034W	78 kDa glucose-regulated protein homolog precursor	SSB1	YDL229W	Heat shock protein SSB1	paralog
KAR2	YJL034W	78 kDa glucose-regulated protein homolog precursor	SSA4	YER103W	Heat shock protein SSA4	paralog
LOH1	YJL038C	Outer spore wall protein 4 {ECO:0000303|PubMed:19779569} precursor	IRC18	YJL037W	Outer spore wall protein 6 {ECO:0000303|PubMed:23966878} precursor	paralog
UBX6	YJL048C	UBX domain-containing protein 6	UBX7	YBR273C	UBX domain-containing protein 7	ohnolog
BIT61	YJL058C	Target of rapamycin complex 2 subunit BIT61	BIT2	YBR270C	Probable target of rapamycin complex 2 subunit BIT2	ohnolog
DLS1	YJL065C	Protein DLS1	DPB3	YBR278W	DNA polymerase epsilon subunit C	ohnolog
NA	YJL070C	Inactive deaminase YJL070C	NA	YBR284W	Inactive deaminase YBR284W	ohnolog
TY4B-J	YJL113W	Transposon Ty4-J Gag-Pol polyprotein	TY4A-H	YHL009W-A	Transposon Ty4-H Gag polyprotein	paralog
TY4B-J	YJL113W	Transposon Ty4-J Gag-Pol polyprotein	TY4B-H	YHL009W-B	Transposon Ty4-H Gag-Pol polyprotein	paralog
TY4A-J	YJL114W	Transposon Ty4-J Gag polyprotein	TY4A-H	YHL009W-A	Transposon Ty4-H Gag polyprotein	paralog
TY4A-J	YJL114W	Transposon Ty4-J Gag polyprotein	TY4B-H	YHL009W-B	Transposon Ty4-H Gag-Pol polyprotein	paralog
TY4A-J	YJL114W	Transposon Ty4-J Gag polyprotein	TY4B-J	YJL113W	Transposon Ty4-J Gag-Pol polyprotein	paralog
RPS14B	YJL191W	40S ribosomal protein S14-B	RPS14A	YCR031C	40S ribosomal protein S14-A	ohnolog, paralog
ELO1	YJL196C	Elongation of fatty acids protein 1 {ECO:0000303|PubMed:8702485}	ELO2	YCR034W	Elongation of fatty acids protein 2 {ECO:0000303|PubMed:9211877}	ohnolog
PHO90	YJL198W	Low-affinity phosphate transporter PHO90	PHO87	YCR037C	Inorganic phosphate transporter PHO87	ohnolog, paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT7	YDR342C	High-affinity hexose transporter HXT6	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT6	YDR343C	High-affinity hexose transporter HXT6	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT3	YDR345C	Low-affinity glucose transporter HXT3	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT13	YEL069C	Hexose transporter HXT13	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT10	YFL011W	Hexose transporter HXT10	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT4	YHR092C	Low-affinity glucose transporter HXT4	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT1	YHR094C	Low-affinity glucose transporter HXT1	paralog
HXT8	YJL214W	Hexose transporter HXT8	HXT5	YHR096C	Probable glucose transporter HXT5	paralog
IMA5	YJL216C	Oligo-1,6-glucosidase IMA5	MAL32	YBR299W	Alpha-glucosidase MAL32	paralog
IMA5	YJL216C	Oligo-1,6-glucosidase IMA5	IMA1	YGR287C	Oligo-1,6-glucosidase IMA1	paralog
IMA5	YJL216C	Oligo-1,6-glucosidase IMA5	MAL12	YGR292W	Alpha-glucosidase MAL12	paralog
IMA5	YJL216C	Oligo-1,6-glucosidase IMA5	IMA3	YIL172C	Oligo-1,6-glucosidase IMA3	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT7	YDR342C	High-affinity hexose transporter HXT6	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT6	YDR343C	High-affinity hexose transporter HXT6	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT3	YDR345C	Low-affinity glucose transporter HXT3	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT10	YFL011W	Hexose transporter HXT10	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT4	YHR092C	Low-affinity glucose transporter HXT4	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT1	YHR094C	Low-affinity glucose transporter HXT1	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT5	YHR096C	Probable glucose transporter HXT5	paralog
HXT9	YJL219W	Hexose transporter HXT9	HXT8	YJL214W	Hexose transporter HXT8	paralog
IMA4	YJL221C	Oligo-1,6-glucosidase IMA4	MAL32	YBR299W	Alpha-glucosidase MAL32	paralog
IMA4	YJL221C	Oligo-1,6-glucosidase IMA4	IMA1	YGR287C	Oligo-1,6-glucosidase IMA1	paralog
IMA4	YJL221C	Oligo-1,6-glucosidase IMA4	MAL12	YGR292W	Alpha-glucosidase MAL12	paralog
IMA4	YJL221C	Oligo-1,6-glucosidase IMA4	IMA3	YIL172C	Oligo-1,6-glucosidase IMA3	paralog
IMA4	YJL221C	Oligo-1,6-glucosidase IMA4	IMA5	YJL216C	Oligo-1,6-glucosidase IMA5	paralog
VTH2	YJL222W	VPS10 homolog 2 precursor	PEP1	YBL017C	Vacuolar protein sorting/targeting protein VPS10 precursor	paralog
VTH2	YJL222W	VPS10 homolog 2 precursor	VTH1	YIL173W	VPS10 homolog 1 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU8	YAL068C	Seripauperin-8 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU24	YBR301W	Seripauperin-24 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU3	YCR104W	Seripauperin-3	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU10	YDR542W	Seripauperin-10 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU2	YEL049W	Seripauperin-2	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU5	YFL020C	Seripauperin-5	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU11	YGL261C	Seripauperin-11 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU12	YGR294W	Seripauperin-12	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU13	YHL046C	Seripauperin-13 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU14	YIL176C	Seripauperin-14 precursor	paralog
PAU1	YJL223C	Seripauperin-1 precursor	PAU15	YIR041W	Seripauperin-15 precursor	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YBL111C	Uncharacterized helicase-like protein YBL111C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YBL112C	Putative uncharacterized helicase-like protein YBL112C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YBL113C	Uncharacterized protein YBL113C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	YRF1-1	YDR545W	Y' element ATP-dependent helicase protein 1 copy 1	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YEL075C	Uncharacterized protein YEL075C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YEL076C	Uncharacterized protein YEL076C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YEL076C-A	Putative uncharacterized protein YEL076C-A	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YEL077C	Y' element ATP-dependent helicase YEL077C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YER189W	Uncharacterized protein YER189W	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	YRF1-2	YER190W	Y' element ATP-dependent helicase protein 1 copy 2	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YFL064C	Uncharacterized protein YFL064C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YFL065C	Uncharacterized protein YFL065C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YFL066C	Y' element ATP-dependent helicase YFL066C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	YRF1-3	YGR296W	Y' element ATP-dependent helicase protein 1 copy 3	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YHL049C	Uncharacterized protein YHL049C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YHL050C	Uncharacterized protein YHL050C	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YHR218W	Putative uncharacterized protein YHR218W	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YHR219W	Putative uncharacterized protein YHR219W	paralog
NA	YJL225C	Y' element ATP-dependent helicase YJL225C	NA	YIL177C	Y' element ATP-dependent helicase YIL177C	paralog
NA	YJR005C-A	Uncharacterized protein YJR005C-A	NA	YGR169C-A	Uncharacterized protein YGR169C-A	ohnolog
TDH2	YJR009C	Glyceraldehyde-3-phosphate dehydrogenase 2	TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	ohnolog, paralog
NA	YJR015W	Uncharacterized endoplasmic reticulum membrane protein YJR015W	SNG1	YGR197C	Nitrosoguanidine resistance protein SNG1	ohnolog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-F	YFL002W-B	Transposon Ty2-F Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY2A-GR2	YGR161W-A	Transposon Ty2-GR2 Gag polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-ER1	YER137C-A	Transposon Ty1-ER1 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-ER1	YER138C	Transposon Ty1-ER1 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-ER2	YER159C-A	Transposon Ty1-ER2 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-ER2	YER160C	Transposon Ty1-ER2 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-F	YFL002W-A	Transposon Ty2-F Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-GR1	YGR027W-A	Transposon Ty1-GR1 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-GR1	YGR027W-B	Transposon Ty1-GR1 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-GR2	YGR038C-A	Transposon Ty1-GR2 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-GR2	YGR038C-B	Transposon Ty1-GR2 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-GR3	YGR161C-C	Transposon Ty1-GR3 Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-GR3	YGR161C-D	Transposon Ty1-GR3 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY2B-GR2	YGR161W-B	Transposon Ty2-GR2 Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1B-H	YHR214C-B	Transposon Ty1-H Gag-Pol polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-H	YHR214C-C	Transposon Ty1-H Gag polyprotein	paralog
TY1B-JR1	YJR027W	Transposon Ty1-JR1 Gag-Pol polyprotein	TY1A-JR1	YJR026W	Transposon Ty1-JR1 Gag polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-JR2	YJR028W	Transposon Ty1-JR2 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
