regulator_gene_name	regulator_oln_id	regulator_gene_description	target_gene_name	target_oln_id	target_gene_description	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YJR079W	Uncharacterized protein YJR079W	3	1	0	inactivates	12399584,17417638,20385592,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YJR107W	Putative lipase YJR107W	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	STE3	YKL178C	Pheromone a factor receptor	1	1	0	inactivates	12399584,20385592
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YKR015C	Uncharacterized protein YKR015C	2	1	0	inactivates	20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YKR033C	Putative uncharacterized protein YKR033C	0	2	0		12399584,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	DID2	YKR035W-A	Vacuolar protein-sorting-associated protein 46	0	2	0		12399584,16522208
SUM1	YDR310C	Suppressor of mar1-1 protein	ORC3	YLL004W	Origin recognition complex subunit 3	0	2	0		12399584,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	SPO75	YLL005C	Sporulation-specific protein 75	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YLR040C	Cell wall protein YLR040C precursor	2	1	0	inactivates	17417638,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YLR049C	Uncharacterized protein YLR049C	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	SRL2	YLR082C	Protein SRL2	1	2	0	inactivates	12399584,16522208,20385592
SUM1	YDR310C	Suppressor of mar1-1 protein	CRR1	YLR213C	Probable glycosidase CRR1 precursor	2	1	0	inactivates	17417638,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	CDA2	YLR308W	Chitin deacetylase 2 precursor	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SPO77	YLR341W	Sporulation-specific protein 77	2	1	0	inactivates	17417638,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	GAS2	YLR343W	1,3-beta-glucanosyltransferase GAS2 precursor	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SMA2	YML066C	Spore membrane assembly protein 2	2	1	0	inactivates	17417638,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	ERO1	YML130C	Endoplasmic oxidoreductin-1 precursor	1	1	0	activates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	FUS2	YMR232W	Nuclear fusion protein FUS2	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	SCS7	YMR272C	Ceramide very long chain fatty acid hydroxylase SCS7	0	2	0		12399584,16522208
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YNL034W	Uncharacterized protein YNL034W	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	TEP1	YNL128W	Probable phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TEP1	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	SPS18	YNL204C	Sporulation protein SPS18	2	1	0	inactivates	17417638,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	PFS2	YNL317W	Polyadenylation factor subunit 2	0	2	0		12399584,16522208
SUM1	YDR310C	Suppressor of mar1-1 protein	HXT14	YNL318C	Hexose transporter HXT14	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	MDJ2	YNL328C	Mitochondrial DnaJ homolog 2	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	SOL1	YNR034W	6-phosphogluconolactonase-like protein 1	1	1	0	activates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YOL024W	Putative uncharacterized protein YOL024W	2	1	0	inactivates	17417638,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	LDS2	YOL047C	Outer spore wall protein LDS2 {ECO:0000305|PubMed:23966878}	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SPO21	YOL091W	Sporulation-specific protein 21	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	TPT1	YOL102C	tRNA 2'-phosphotransferase	1	2	0	inactivates	12399584,16522208,20385592
SUM1	YDR310C	Suppressor of mar1-1 protein	GAS4	YOL132W	1,3-beta-glucanosyltransferase GAS4 precursor	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SPR1	YOR190W	Sporulation-specific glucan 1,3-beta-glucosidase precursor	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SEC63	YOR254C	Protein translocation protein SEC63	0	2	0		12399584,16522208
SUM1	YDR310C	Suppressor of mar1-1 protein	OSW1	YOR255W	Outer spore wall protein 1	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	MUM3	YOR298W	Protein MUM3	2	1	0	inactivates	20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SPS4	YOR313C	Sporulation-specific protein 4	1	2	0	inactivates	12399584,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YOR314W	Putative uncharacterized protein YOR314W	1	2	0	inactivates	12399584,20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	UBC11	YOR339C	Ubiquitin-conjugating enzyme E2-18 kDa	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	PYK2	YOR347C	Pyruvate kinase 2	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YOR365C	Uncharacterized membrane protein YOR365C precursor	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SCP1	YOR367W	Transgelin	0	2	0		12399584,16522208
SUM1	YDR310C	Suppressor of mar1-1 protein	SMA1	YPL027W	Spore membrane assembly protein 1	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	SRL4	YPL033C	Oxidoreductase-like protein SRL4	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	EEB1	YPL095C	Medium-chain fatty acid ethyl ester synthase/esterase 1	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	HHO1	YPL127C	Histone H1	1	1	0	activates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	TAF14	YPL129W	Transcription initiation factor TFIID subunit 14	0	2	0		12399584,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	MF(ALPHA)1	YPL187W	Mating factor alpha-1 precursor	1	1	0	inactivates	20385592,22720667
SUM1	YDR310C	Suppressor of mar1-1 protein	SMK1	YPR054W	Sporulation-specific mitogen-activated protein kinase SMK1	3	1	0	inactivates	17417638,20385592,22720667,24766815
SUM1	YDR310C	Suppressor of mar1-1 protein	NA	YPR078C	Uncharacterized protein YPR078C	1	1	0	inactivates	22720667,24766815
SPT3	YDR392W	Protein SPT3	PMT2	YAL023C	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 {ECO:0000305}	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	CDC19	YAL038W	Pyruvate kinase 1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	GCV3	YAL044C	Glycine cleavage system H protein, mitochondrial precursor	1	1	0	activates	17417638,21329885
SPT3	YDR392W	Protein SPT3	RFA1	YAR007C	Replication factor A protein 1	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ADE1	YAR015W	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	RPL4A	YBR031W	60S ribosomal protein L4-A	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	UBC4	YBR082C	Ubiquitin-conjugating enzyme E2 4	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	IST2	YBR086C	Increased sodium tolerance protein 2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	VID24	YBR105C	Vacuolar import and degradation protein 24	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ILV6	YCL009C	Acetolactate synthase small subunit, mitochondrial precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	GLK1	YCL040W	Glucokinase-1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	CHA1	YCL064C	Catabolic L-serine/threonine dehydratase	3	1	0	activates	17417638,20385592,21329885,24766815
SPT3	YDR392W	Protein SPT3	CIT2	YCR005C	Citrate synthase, peroxisomal	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	PGK1	YCR012W	Phosphoglycerate kinase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	BDF2	YDL070W	Bromodomain-containing factor 2	2	1	0	activates	17417638,20385592,21329885
SPT3	YDR392W	Protein SPT3	LYS20	YDL182W	Homocitrate synthase, cytosolic isozyme	1	1	0	activates	20385592,21329885
MET32	YDR253C	Transcriptional regulator MET32	MMP1	YLL061W	S-methylmethionine permease 1	0	2	0		22438580,22720667
MET32	YDR253C	Transcriptional regulator MET32	MHT1	YLL062C	Homocysteine S-methyltransferase 1	0	2	0		22438580,22720667
SPT3	YDR392W	Protein SPT3	GDH2	YDL215C	NAD-specific glutamate dehydrogenase	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HEM13	YDR044W	Oxygen-dependent coproporphyrinogen-III oxidase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	INO2	YDR123C	Protein INO2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	CTH1	YDR151C	mRNA decay factor CTH1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HEM1	YDR232W	5-aminolevulinate synthase, mitochondrial {ECO:0000303|PubMed:6381051} precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ARO10	YDR380W	Transaminated amino acid decarboxylase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ATO3	YDR384C	Ammonia transport outward protein 3	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SMT3	YDR510W	Ubiquitin-like protein SMT3 precursor	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	UTR4	YEL038W	Enolase-phosphatase E1 {ECO:0000255|HAMAP-Rule:MF_03117}	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	GLY1	YEL046C	Low specificity L-threonine aldolase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	EDC2	YER035W	Enhancer of mRNA-decapping protein 2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	GPP2	YER062C	Glycerol-1-phosphate phosphohydrolase 2 {ECO:0000305}	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	VHR2	YER064C	Transcription factor VHR2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	MET6	YER091C	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	RAD51	YER095W	DNA repair protein RAD51	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	BUD27	YFL023W	Bud site selection protein 27	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	NA	YFR006W	Uncharacterized peptidase YFR006W	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	VHT1	YGR065C	Vitamin H transporter	1	1	0	activates	21329885,24766815
SPT3	YDR392W	Protein SPT3	RTS3	YGR161C	Protein phosphatase type 2A regulatory subunit RTS3	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	TDH3	YGR192C	Glyceraldehyde-3-phosphate dehydrogenase 3	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ENO1	YGR254W	Enolase 1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ERC1	YHR032W	Ethionine resistance-conferring protein 1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	FSH1	YHR049W	Family of serine hydrolases 1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	CUP1-2	YHR055C	Copper metallothionein 1-2 precursor	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	LRP1	YHR081W	Exosome complex protein LRP1	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	MPC2	YHR162W	Mitochondrial pyruvate carrier 2 {ECO:0000303|PubMed:22628554, ECO:0000303|PubMed:22628558}	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ENO2	YHR174W	Enolase 2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	OYE2	YHR179W	NADPH dehydrogenase 2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	TIR3	YIL011W	Cell wall protein TIR3 precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	BAR1	YIL015W	Barrierpepsin precursor	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SLM1	YIL105C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SDP1	YIL113W	Dual-specificity protein phosphatase SDP1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SIM1	YIL123W	Probable secreted beta-glucosidase SIM1 precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	DAL7	YIR031C	Malate synthase 2, glyoxysomal	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	MHP1	YJL042W	MAP-homologous protein 1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	PRY3	YJL078C	Cell wall protein PRY3 precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	GSH1	YJL101C	Glutamate--cysteine ligase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	NA	YJL144W	Uncharacterized protein YJL144W	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HSP150	YJL159W	Cell wall mannoprotein HSP150 precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	TDH2	YJR009C	Glyceraldehyde-3-phosphate dehydrogenase 2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	MIR1	YJR077C	Mitochondrial phosphate carrier protein	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	BAT2	YJR148W	Branched-chain-amino-acid aminotransferase, cytosolic	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	IXR1	YKL032C	Intrastrand cross-link recognition protein	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	FBA1	YKL060C	Fructose-bisphosphate aldolase	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	CWP2	YKL096W-A	Cell wall protein CWP2 precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	AVT3	YKL146W	Vacuolar amino acid transporter 3	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	MIA40	YKL195W	Mitochondrial intermembrane space import and assembly protein 40 precursor	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	PTR2	YKR093W	Peptide transporter PTR2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SUL2	YLR092W	Sulfate permease 2	2	1	0	inactivates	20385592,21329885,24766815
SPT3	YDR392W	Protein SPT3	UPS2	YLR168C	Protein UPS2, mitochondrial	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	NA	YLR177W	Uncharacterized protein YLR177W	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ENT2	YLR206W	Epsin-2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	IRC20	YLR247C	Uncharacterized ATP-dependent helicase IRC20	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	EXG1	YLR300W	Glucan 1,3-beta-glucosidase I/II precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SEC61	YLR378C	Protein transport protein SEC61	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	PUN1	YLR414C	Protein PUN1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	SUR7	YML052W	Protein SUR7	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ERG5	YMR015C	Cytochrome P450 61 {ECO:0000303|PubMed:8543054}	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ADH3	YMR083W	Alcohol dehydrogenase 3, mitochondrial precursor	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HOR7	YMR251W-A	Protein HOR7 precursor	2	1	0	activates	17417638,20385592,21329885
SPT3	YDR392W	Protein SPT3	DSK2	YMR276W	Ubiquitin domain-containing protein DSK2	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	YKU70	YMR284W	ATP-dependent DNA helicase II subunit 1	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	PBI2	YNL015W	Protease B inhibitor 2	2	1	0	activates	20385592,21329885,24766815
SPT3	YDR392W	Protein SPT3	YDJ1	YNL064C	Mitochondrial protein import protein MAS5 precursor	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	DCP2	YNL118C	m7GpppN-mRNA hydrolase {ECO:0000305}	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	PGA2	YNL149C	Processing of GAS1 and ALP protein 2	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	CUZ1	YNL155W	CDC48-associated ubiquitin-like/zinc finger protein 1 {ECO:0000303|PubMed:24121501}	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HCH1	YNL281W	Hsp90 co-chaperone HCH1	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	RCF2	YNR018W	Respiratory supercomplex factor 2, mitochondrial	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ARG1	YOL058W	Argininosuccinate synthase	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ADH1	YOL086C	Alcohol dehydrogenase 1	2	1	0	activates	17417638,20385592,21329885
SPT3	YDR392W	Protein SPT3	SKM1	YOL113W	Serine/threonine-protein kinase SKM1	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	ENB1	YOL158C	Siderophore iron transporter ENB1	2	1	0	activates	17417638,20385592,21329885
SPT3	YDR392W	Protein SPT3	SGT2	YOR007C	Small glutamine-rich tetratricopeptide repeat-containing protein 2	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HSP10	YOR020C	10 kDa heat shock protein, mitochondrial	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HST3	YOR025W	NAD-dependent histone deacetylase HST3	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HES1	YOR237W	Protein HES1	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	RPN8	YOR261C	26S proteasome regulatory subunit RPN8	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	MOD5	YOR274W	tRNA dimethylallyltransferase, mitochondrial	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	IRC15	YPL017C	Increased recombination centers protein 15	1	1	0	activates	20385592,21329885
SPT3	YDR392W	Protein SPT3	GLR1	YPL091W	Glutathione reductase	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	POC4	YPL144W	Proteasome chaperone 4	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HSP82	YPL240C	ATP-dependent molecular chaperone HSP82	1	1	0	inactivates	20385592,21329885
SPT3	YDR392W	Protein SPT3	HTS1	YPR033C	Histidine--tRNA ligase, mitochondrial precursor	1	1	0	inactivates	20385592,21329885
ARO80	YDR421W	Transcriptional activator ARO80	NA	YCL065W	Putative uncharacterized protein YCL065W	1	1	0	activates	12399584,20385592
ARO80	YDR421W	Transcriptional activator ARO80	HMLALPHA1	YCL066W	Silenced mating-type protein ALPHA1	1	1	0	activates	12399584,20385592
ARO80	YDR421W	Transcriptional activator ARO80	ATP17	YDR377W	ATP synthase subunit f, mitochondrial precursor	1	2	0	inactivates	12399584,20385592,22720667
ARO80	YDR421W	Transcriptional activator ARO80	LSM6	YDR378C	U6 snRNA-associated Sm-like protein LSm6	1	2	0	inactivates	12399584,20385592,22720667
ARO80	YDR421W	Transcriptional activator ARO80	ARO10	YDR380W	Transaminated amino acid decarboxylase	1	2	0	activates	12399584,20385592,22720667
ARO80	YDR421W	Transcriptional activator ARO80	ARO80	YDR421W	Transcriptional activator ARO80	1	2	0	activates	12399584,20385592,22720667
ARO80	YDR421W	Transcriptional activator ARO80	SPL2	YHR136C	Putative cyclin-dependent kinase inhibitor SPL2	1	2	0	inactivates	12399584,16522208,20385592
ARO80	YDR421W	Transcriptional activator ARO80	ARO9	YHR137W	Aromatic amino acid aminotransferase 2	0	2	0		12399584,16522208
ARO80	YDR421W	Transcriptional activator ARO80	NA	YHR138C	Uncharacterized protein YHR138C precursor	0	2	0		12399584,22720667
ARO80	YDR421W	Transcriptional activator ARO80	SPS100	YHR139C	Sporulation-specific wall maturation protein precursor	0	2	0		12399584,22720667
ARO80	YDR421W	Transcriptional activator ARO80	NA	YHR139C-A	Putative uncharacterized protein YHR139C-A	0	2	0		12399584,22720667
ARO80	YDR421W	Transcriptional activator ARO80	NA	YHR140W	UPF0641 membrane protein YHR140W	0	2	0		12399584,22720667
ARO80	YDR421W	Transcriptional activator ARO80	STB6	YKL072W	Protein STB6	0	2	0		12399584,22720667
ARO80	YDR421W	Transcriptional activator ARO80	RPL36A	YMR194W	60S ribosomal protein L36-A	1	1	0	inactivates	12399584,20385592
ARO80	YDR421W	Transcriptional activator ARO80	NAF1	YNL124W	H/ACA ribonucleoprotein complex non-core subunit NAF1	0	2	0		12399584,22720667
ARO80	YDR421W	Transcriptional activator ARO80	ESBP6	YNL125C	Uncharacterized transporter ESBP6	0	2	0		12399584,22720667
