kinase_gene_name	kinase_oln_id	kinase_gene_description	target_gene_name	target_oln_id	target_gene_description	score
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	RAD3	YER171W	DNA repair helicase RAD3	5.69632
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	NBP2	YDR162C	NAP1-binding protein 2	5.68912
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	CYC8	YBR112C	General transcriptional corepressor CYC8	5.68646
CKA1	YIL035C	Casein kinase II subunit alpha	CKB1	YGL019W	Casein kinase II subunit beta	5.682579
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	HAC1	YFL031W	Transcriptional activator HAC1	5.681216
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	CDC28	YBR160W	Cyclin-dependent kinase 1	5.67661
MCK1	YNL307C	Protein kinase MCK1	MDS3	YGL197W	Negative regulator of sporulation MDS3	5.67661
MCK1	YNL307C	Protein kinase MCK1	MIH1	YMR036C	M-phase inducer phosphatase	5.67009
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	RIM21	YNL294C	pH-response regulator protein palH/RIM21	5.669711
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	GAL11	YOL051W	Mediator of RNA polymerase II transcription subunit 15	5.667998
IRE1	YHR079C	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	KAR2	YJL034W	78 kDa glucose-regulated protein homolog precursor	5.662869
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	STT4	YLR305C	Phosphatidylinositol 4-kinase STT4	5.659861
CDC7	YDL017W	Cell division control protein 7	LRS4	YDR439W	Monopolin complex subunit LRS4	5.6551
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	LRS4	YDR439W	Monopolin complex subunit LRS4	5.6551
KIN2	YLR096W	Serine/threonine-protein kinase KIN2	SEC9	YGR009C	Protein transport protein SEC9	5.6551
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	SPO13	YHR014W	Meiosis-specific protein SPO13	5.6551
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	BIK1	YCL029C	Nuclear fusion protein BIK1	5.64076
RCK1	YGL158W	Serine/threonine-protein kinase RCK1	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	5.64076
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	KSS1	YGR040W	Mitogen-activated protein kinase KSS1	5.640151
CDC28	YBR160W	Cyclin-dependent kinase 1	NRM1	YNR009W	Transcription factor NRM1	5.62951
HAL5	YJL165C	Serine/threonine-protein kinase HAL5	NUP53	YMR153W	Nucleoporin NUP53	5.62951
YCK2	YNL154C	Casein kinase I homolog 2	NUP53	YMR153W	Nucleoporin NUP53	5.62951
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	SPC2	YML055W	Signal peptidase complex subunit SPC2	5.62951
TPK1	YJL164C	cAMP-dependent protein kinase type 1	TLG1	YDR468C	T-SNARE affecting a late Golgi compartment protein 1	5.62951
TPK1	YJL164C	cAMP-dependent protein kinase type 1	TLG2	YOL018C	T-SNARE affecting a late Golgi compartment protein 2	5.62951
PKH1	YDR490C	Serine/threonine-protein kinase PKH1	SLM1	YIL105C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1	5.618641
PKH2	YOL100W	Serine/threonine-protein kinase PKH2	SLM1	YIL105C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1	5.618641
MCK1	YNL307C	Protein kinase MCK1	UME6	YDR207C	Transcriptional regulatory protein UME6	5.591409
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	APC1	YNL172W	Anaphase-promoting complex subunit 1	5.58571
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	APC2	YLR127C	Anaphase-promoting complex subunit 2	5.58571
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	APC4	YDR118W	Anaphase-promoting complex subunit 4	5.58571
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	APC9	YLR102C	Anaphase-promoting complex subunit 9	5.58571
CKA2	YOR061W	Casein kinase II subunit alpha'	BDF1	YLR399C	Bromodomain-containing factor 1	5.58571
CKA1	YIL035C	Casein kinase II subunit alpha	BDF1	YLR399C	Bromodomain-containing factor 1	5.58571
HRR25	YPL204W	Casein kinase I homolog HRR25	BMH2	YDR099W	Protein BMH2	5.58571
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	CDC3	YLR314C	Cell division control protein 3	5.58571
CDC7	YDL017W	Cell division control protein 7	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	5.58571
CDC7	YDL017W	Cell division control protein 7	CDC7	YDL017W	Cell division control protein 7	5.58571
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	GGA1	YDR358W	ADP-ribosylation factor-binding protein GGA1	5.58571
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	NUP60	YAR002W	Nucleoporin NUP60	5.58571
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	TOK1	YJL093C	Outward-rectifier potassium channel TOK1	5.58571
YCK1	YHR135C	Casein kinase I homolog 1	UBR1	YGR184C	E3 ubiquitin-protein ligase UBR1	5.58571
CDC28	YBR160W	Cyclin-dependent kinase 1	PKC1	YBL105C	Protein kinase C-like 1	5.53095
DUN1	YDL101C	DNA damage response protein kinase DUN1	RFX1	YLR176C	RFX-like DNA-binding protein RFX1	5.51249
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	RFX1	YLR176C	RFX-like DNA-binding protein RFX1	5.51249
DUN1	YDL101C	DNA damage response protein kinase DUN1	ASF1	YJL115W	Histone chaperone ASF1	5.502809
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	SWI4	YER111C	Regulatory protein SWI4	5.4884
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	CDC11	YJR076C	Cell division control protein 11	5.48377
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	TCO89	YPL180W	Target of rapamycin complex 1 subunit TCO89	5.478719
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	CDC13	YDL220C	Cell division control protein 13	5.47275
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	CDH1	YGL003C	APC/C activator protein CDH1	5.45124
HRR25	YPL204W	Casein kinase I homolog HRR25	RPS3	YNL178W	40S ribosomal protein S3	5.45124
YCK3	YER123W	Casein kinase I homolog 3	YCK1	YHR135C	Casein kinase I homolog 1	5.44323
YCK1	YHR135C	Casein kinase I homolog 1	YCK3	YER123W	Casein kinase I homolog 3	5.44323
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	5.437686
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	5.43424
BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	MAD3	YJL013C	Spindle assembly checkpoint component MAD3	5.43153
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	RAD9	YDR217C	DNA repair protein RAD9	5.43153
MCK1	YNL307C	Protein kinase MCK1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	5.43153
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	CDC11	YJR076C	Cell division control protein 11	5.414957
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	5.414781
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	YPK1	YKL126W	Serine/threonine-protein kinase YPK1	5.414781
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	LCB4	YOR171C	Sphingoid long chain base kinase 4 {ECO:0000303|PubMed:9677363}	5.41273
MRK1	YDL079C	Serine/threonine-protein kinase MRK1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	5.41273
YGK3	YOL128C	Glycogen synthase kinase-3 homolog YGK3	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	5.41273
PKH1	YDR490C	Serine/threonine-protein kinase PKH1	GCN2	YDR283C	eIF-2-alpha kinase GCN2 {ECO:0000250|UniProtKB:Q9HGN1}	5.38459
PBS2	YJL128C	MAP kinase kinase PBS2	SUB1	YMR039C	RNA polymerase II transcriptional coactivator SUB1	5.38439
CDC28	YBR160W	Cyclin-dependent kinase 1	FRT2	YAL028W	Protein HPH2	5.38193
CKA1	YIL035C	Casein kinase II subunit alpha	FPR3	YML074C	FK506-binding nuclear protein	5.38185
CKA2	YOR061W	Casein kinase II subunit alpha'	MIH1	YMR036C	M-phase inducer phosphatase	5.38185
PSK1	YAL017W	Serine/threonine-protein kinase PSK1	UTR1	YJR049C	NAD(+) kinase	5.38185
STE7	YDL159W	Serine/threonine-protein kinase STE7	STE5	YDR103W	Protein STE5	5.378311
PKC1	YBL105C	Protein kinase C-like 1	TOP2	YNL088W	DNA topoisomerase 2	5.378311
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	ORM2	YLR350W	Protein ORM2	5.36214
TPK3	YKL166C	cAMP-dependent protein kinase type 3	RIM15	YFL033C	Serine/threonine-protein kinase RIM15	5.36214
TPK2	YPL203W	cAMP-dependent protein kinase type 2	RIM15	YFL033C	Serine/threonine-protein kinase RIM15	5.36214
TPK3	YKL166C	cAMP-dependent protein kinase type 3	YAK1	YJL141C	Dual specificity protein kinase YAK1	5.36214
SKY1	YMR216C	Serine/threonine-protein kinase SKY1	PPZ1	YML016C	Serine/threonine-protein phosphatase PP-Z1	5.34334
MCK1	YNL307C	Protein kinase MCK1	TPK1	YJL164C	cAMP-dependent protein kinase type 1	5.34334
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	CDC37	YDR168W	Hsp90 co-chaperone Cdc37	5.33919
CDC28	YBR160W	Cyclin-dependent kinase 1	CDC37	YDR168W	Hsp90 co-chaperone Cdc37	5.33919
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	DIG2	YDR480W	Down-regulator of invasive growth 2	5.3266882
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	5.32629
PSK1	YAL017W	Serine/threonine-protein kinase PSK1	MOT3	YMR070W	Transcriptional activator/repressor MOT3	5.32629
PSK1	YAL017W	Serine/threonine-protein kinase PSK1	ZDS1	YMR273C	Protein ZDS1	5.32629
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	BUD14	YAR014C	Bud site selection protein 14	5.32373
DBF2	YGR092W	Cell cycle protein kinase DBF2	NET1	YJL076W	Nucleolar protein NET1	5.32373
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	NA	YMR295C	Uncharacterized protein YMR295C	5.283191
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	TEC1	YBR083W	Ty transcription activator TEC1	5.27744
PBS2	YJL128C	MAP kinase kinase PBS2	SSK1	YLR006C	Osmolarity two-component system protein SSK1	5.277134
CMK1	YFR014C	Calcium/calmodulin-dependent protein kinase I	CMD1	YBR109C	Calmodulin	5.27679
CDC28	YBR160W	Cyclin-dependent kinase 1	MBP1	YDL056W	Transcription factor MBP1	5.239719
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	GIN4	YDR507C	Serine/threonine-protein kinase GIN4	5.23937
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	GPD1	YDL022W	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	5.238246
DUN1	YDL101C	DNA damage response protein kinase DUN1	RAD5	YLR032W	DNA repair protein RAD5	5.236284
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	5.233826
STE20	YHL007C	Serine/threonine-protein kinase STE20	CDC15	YAR019C	Cell division control protein 15	5.22908
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	CEG1	YGL130W	mRNA-capping enzyme subunit alpha	5.22908
CAK1	YFL029C	Serine/threonine-protein kinase CAK1	CLB2	YPR119W	G2/mitotic-specific cyclin-2	5.22908
KIC1	YHR102W	Serine/threonine-protein kinase KIC1	MOB2	YFL034C-B	CBK1 kinase activator protein MOB2	5.22908
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	PCL2	YDL127W	PHO85 cyclin-2	5.22908
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	5.18917
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	5.18917
CDC28	YBR160W	Cyclin-dependent kinase 1	PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	5.18528
MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	5.174451
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	MKK2	YPL140C	MAP kinase kinase MKK2/SSP33	5.174451
PKC1	YBL105C	Protein kinase C-like 1	CDC48	YDL126C	Cell division control protein 48 {ECO:0000305|PubMed:6749598}	5.16993
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	HSL7	YBR133C	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	5.16993
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	MED1	YPR070W	Mediator of RNA polymerase II transcription subunit 1	5.158283
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	SSN2	YDR443C	Mediator of RNA polymerase II transcription subunit 13	5.158283
CDC28	YBR160W	Cyclin-dependent kinase 1	SKG3	YLR187W	Protein SKG3	5.09955
CDC28	YBR160W	Cyclin-dependent kinase 1	UBI4	YLL039C	Polyubiquitin precursor	5.09955
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	CNB1	YKL190W	Calcineurin subunit B	5.08653
CDC28	YBR160W	Cyclin-dependent kinase 1	UBP3	YER151C	Ubiquitin carboxyl-terminal hydrolase 3	5.085809
CDC28	YBR160W	Cyclin-dependent kinase 1	AMA1	YGR225W	Meiosis-specific APC/C activator protein AMA1	5.07984
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SSK1	YLR006C	Osmolarity two-component system protein SSK1	5.077826
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SSN2	YDR443C	Mediator of RNA polymerase II transcription subunit 13	5.064341
PKC1	YBL105C	Protein kinase C-like 1	BGL2	YGR282C	Glucan 1,3-beta-glucosidase precursor	5.044631
PBS2	YJL128C	MAP kinase kinase PBS2	KSS1	YGR040W	Mitogen-activated protein kinase KSS1	5.044631
CDC28	YBR160W	Cyclin-dependent kinase 1	PCL7	YIL050W	PHO85 cyclin-7	5.04399
CDC28	YBR160W	Cyclin-dependent kinase 1	SFG1	YOR315W	Superficial pseudohyphal growth protein 1	5.04399
CDC28	YBR160W	Cyclin-dependent kinase 1	NA	YGR035C	Uncharacterized protein YGR035C	5.04399
PKC1	YBL105C	Protein kinase C-like 1	RLM1	YPL089C	Transcription factor RLM1	5.025831
YCK2	YNL154C	Casein kinase I homolog 2	YCK1	YHR135C	Casein kinase I homolog 1	5.021769
YCK1	YHR135C	Casein kinase I homolog 1	YCK2	YNL154C	Casein kinase I homolog 2	5.021769
PBS2	YJL128C	MAP kinase kinase PBS2	PTP2	YOR208W	Tyrosine-protein phosphatase 2	5.02116
KCC4	YCL024W	Probable serine/threonine-protein kinase KCC4	CDC12	YHR107C	Cell division control protein 12	5.020541
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	SAK1	YER129W	SNF1-activating kinase 1	5.020541
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	STE12	YHR084W	Protein STE12	5.020541
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	TSC11	YER093C	Target of rapamycin complex 2 subunit TSC11	5.020541
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	GSC2	YGR032W	1,3-beta-glucan synthase component GSC2	5.01653
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	5.01007
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	SCH9	YHR205W	Serine/threonine-protein kinase SCH9	5.000831
CDC28	YBR160W	Cyclin-dependent kinase 1	ABP1	YCR088W	Actin-binding protein	4.98856
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	GAT1	YFL021W	Transcriptional regulatory protein GAT1	4.98856
CDC28	YBR160W	Cyclin-dependent kinase 1	CLB6	YGR109C	S-phase entry cyclin-6	4.98142
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	CDC28	YBR160W	Cyclin-dependent kinase 1	4.97422
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	BUB2	YMR055C	Mitotic check point protein BUB2	4.96171
SKY1	YMR216C	Serine/threonine-protein kinase SKY1	DHH1	YDL160C	ATP-dependent RNA helicase DHH1 {ECO:0000305}	4.96171
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	GLC7	YER133W	Serine/threonine-protein phosphatase PP1-2	4.96171
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	MSG5	YNL053W	Tyrosine-protein phosphatase MSG5	4.96171
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	PTP2	YOR208W	Tyrosine-protein phosphatase 2	4.96171
SKS1	YPL026C	Serine/threonine-protein kinase SKS1	SNF3	YDL194W	High-affinity glucose transporter SNF3	4.96171
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	SSD1	YDR293C	Protein SSD1	4.96171
SSK2	YNR031C	MAP kinase kinase kinase SSK2	RCK2	YLR248W	Serine/threonine-protein kinase RCK2	4.9402
PKC1	YBL105C	Protein kinase C-like 1	SPC110	YDR356W	Spindle pole body component 110	4.9402
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	4.922457
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	BDF1	YLR399C	Bromodomain-containing factor 1	4.91917
MCK1	YNL307C	Protein kinase MCK1	MCK1	YNL307C	Protein kinase MCK1	4.91917
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	MAD2	YJL030W	Mitotic spindle checkpoint component MAD2	4.90256
AKL1	YBR059C	Serine/threonine-protein kinase AKL1	EDE1	YBL047C	EH domain-containing and endocytosis protein 1	4.88076
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	RPL8A	YHL033C	60S ribosomal protein L8-A	4.88076
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	STM1	YLR150W	Suppressor protein STM1	4.88076
MCK1	YNL307C	Protein kinase MCK1	CBF2	YGR140W	Centromere DNA-binding protein complex CBF3 subunit A	4.87081
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	HSF1	YGL073W	Heat shock factor protein	4.87081
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	THR4	YCR053W	Threonine synthase	4.85617
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	GSY1	YFR015C	Glycogen [starch] synthase isoform 1	4.82186
CDC15	YAR019C	Cell division control protein 15	CDC28	YBR160W	Cyclin-dependent kinase 1	4.8173
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	CLN2	YPL256C	G1/S-specific cyclin CLN2	4.8173
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	4.81269
IPL1	YPL209C	Spindle assembly checkpoint kinase	BIR1	YJR089W	Protein BIR1	4.797767
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	4.796971
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	MEC1	YBR136W	Serine/threonine-protein kinase MEC1	4.7867
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	FIR1	YER032W	Factor interacting with REF2	4.786677
CKA2	YOR061W	Casein kinase II subunit alpha'	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	4.778171
BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	CKA2	YOR061W	Casein kinase II subunit alpha'	4.778171
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	HNT1	YDL125C	Hit family protein 1	4.7735
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	ADA2	YDR448W	Transcriptional adapter 2	4.769358
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	DIG1	YPL049C	Down-regulator of invasive growth 1	4.7663
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	CBF1	YJR060W	Centromere-binding protein 1	4.76519
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	CBF1	YJR060W	Centromere-binding protein 1	4.76519
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	EXO1	YOR033C	Exodeoxyribonuclease 1	4.76519
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	MCD1	YDL003W	Sister chromatid cohesion protein 1	4.76519
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	POL1	YNL102W	DNA polymerase alpha catalytic subunit A	4.76519
TEL1	YBL088C	Serine/threonine-protein kinase TEL1	RAD9	YDR217C	DNA repair protein RAD9	4.76519
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	TRM8	YDL201W	tRNA (guanine-N(7)-)-methyltransferase {ECO:0000255|HAMAP-Rule:MF_03055}	4.76519
CKA2	YOR061W	Casein kinase II subunit alpha'	CKA1	YIL035C	Casein kinase II subunit alpha	4.763819
CKA1	YIL035C	Casein kinase II subunit alpha	CKA2	YOR061W	Casein kinase II subunit alpha'	4.763819
KSS1	YGR040W	Mitogen-activated protein kinase KSS1	STE12	YHR084W	Protein STE12	4.761121
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	4.758461
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	MIH1	YMR036C	M-phase inducer phosphatase	4.758461
RIM15	YFL033C	Serine/threonine-protein kinase RIM15	TPK1	YJL164C	cAMP-dependent protein kinase type 1	4.755115
PKC1	YBL105C	Protein kinase C-like 1	SWI4	YER111C	Regulatory protein SWI4	4.737041
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	CDC8	YJR057W	Thymidylate kinase	4.73634
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	CLA4	YNL298W	Serine/threonine-protein kinase CLA4	4.73634
STE20	YHL007C	Serine/threonine-protein kinase STE20	HOG1	YLR113W	Mitogen-activated protein kinase HOG1	4.73634
CDC28	YBR160W	Cyclin-dependent kinase 1	IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	4.73634
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	LTE1	YAL024C	Guanine nucleotide exchange factor LTE1	4.73634
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	MRE11	YMR224C	Double-strand break repair protein MRE11	4.73634
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	PIF1	YML061C	ATP-dependent DNA helicase PIF1 {ECO:0000255|HAMAP-Rule:MF_03176} precursor	4.73634
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	POL3	YDL102W	DNA polymerase delta catalytic subunit	4.73634
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	SMK1	YPR054W	Sporulation-specific mitogen-activated protein kinase SMK1	4.73634
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SPC110	YDR356W	Spindle pole body component 110	4.73634
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CCH1	YGR217W	Calcium-channel protein CCH1	4.708611
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	HAC1	YFL031W	Transcriptional activator HAC1	4.708611
SSK2	YNR031C	MAP kinase kinase kinase SSK2	ACT1	YFL039C	Actin	4.69987
RCK1	YGL158W	Serine/threonine-protein kinase RCK1	CAD1	YDR423C	AP-1-like transcription activator YAP2	4.69987
STE20	YHL007C	Serine/threonine-protein kinase STE20	CBR1	YIL043C	NADH-cytochrome b5 reductase 1	4.69987
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	CDC6	YJL194W	Cell division control protein 6	4.69987
STE20	YHL007C	Serine/threonine-protein kinase STE20	ERG4	YGL012W	Delta(24(24(1)))-sterol reductase	4.69987
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	SIP5	YMR140W	Protein SIP5	4.69987
